-- Logs begin at Mon 2023-07-17 15:02:00 UTC, end at Tue 2023-07-18 02:31:06 UTC. --
Jul 18 02:18:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 18 02:18:14 ubuntu dstat.sh[96548]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 18 02:18:14 ubuntu dstat.sh[96548]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 18 02:19:52 ubuntu dstat.sh[96548]: 18-07 02:19:52| 74  11  15   0   0|1350M  471M  226M 5661M|1128k 1119k|   0   432k|   0  40.0 |6320    15k|3.50 1.57 0.88|4.0   0  81|   0     0 |   0     0 |  9   35    0   59    0
Jul 18 02:19:53 ubuntu dstat.sh[96548]: 18-07 02:19:53| 87  10   2   0   0|1395M  427M  226M 5661M| 324k  316k|   0   332k|   0  28.0 |3237  5538 |3.50 1.57 0.88|4.0   0  70|   0     0 |   0     0 |  9   34    0   59    0
Jul 18 02:19:54 ubuntu dstat.sh[96548]: 18-07 02:19:54| 82  10   5   0   0|1421M  400M  226M 5661M| 821k  814k|   0   598k|   0  61.8 |4470    12k|3.62 1.63 0.90|4.0   0  62|   0     0 |   0     0 |  9   36    0   59    0
Jul 18 02:19:55 ubuntu dstat.sh[96548]: 18-07 02:19:55| 81  15   5   0   0|1404M  417M  226M 5662M| 807k  800k|   0   537k|   0  51.0 |4213    11k|3.62 1.63 0.90|4.0   0 131|   0     0 |   0     0 |  9   35    0   59    0
Jul 18 02:19:56 ubuntu dstat.sh[96548]: 18-07 02:19:56| 83  12   4   0   0|1390M  431M  226M 5662M| 816k  797k|   0   393k|   0  31.1 |5122    11k|3.62 1.63 0.90|4.0   0  98|   0     0 |   0     0 |  9   35    0   59    0
Jul 18 02:19:57 ubuntu dstat.sh[96548]: 18-07 02:19:57| 84  10   4   0   0|1395M  425M  226M 5662M| 655k  648k|   0   300k|   0  26.0 |4879  9715 |3.62 1.63 0.90|4.0   0  81|   0     0 |   0     0 |  9   35    0   59    0
Jul 18 02:19:58 ubuntu dstat.sh[96548]: 18-07 02:19:58| 81  14   5   0   0|1333M  487M  226M 5662M| 631k  623k|   0   464k|   0  48.0 |5415    10k|3.62 1.63 0.90|5.0   0 159|   0     0 |   0     0 |  9   34    0   59    0
Jul 18 02:19:59 ubuntu dstat.sh[96548]: 18-07 02:19:59| 84  12   3   0   0|1342M  478M  226M 5662M| 502k  493k|   0   428k|   0  50.0 |3591  7516 |3.65 1.67 0.92|4.0   0  84|   0     0 |   0     0 |  9   35    0   59    0
Jul 18 02:20:00 ubuntu dstat.sh[96548]: 18-07 02:20:00| 81  14   5   0   1|1401M  418M  226M 5663M| 733k  725k|   0   716k|   0  61.0 |4478    11k|3.65 1.67 0.92|5.0   0 150|   0     0 |   0     0 |  9   35    0   59    0
Jul 18 02:20:01 ubuntu dstat.sh[96548]: 18-07 02:20:01| 83  10   4   0   0|1431M  389M  226M 5663M| 629k  621k|   0   304k|   0  24.0 |4101  9263 |3.65 1.67 0.92|5.0   0  45|   0     0 |   0     0 |  9   35    0   61    0
Jul 18 02:20:02 ubuntu dstat.sh[96548]: 18-07 02:20:02| 83  13   4   0   0|1348M  471M  226M 5663M| 746k  738k|   0   544k|   0  41.0 |4457    11k|3.65 1.67 0.92|4.0 1.0 145|   0     0 |   0     0 |  9   35    0   63    0
Jul 18 02:20:03 ubuntu dstat.sh[96548]: 18-07 02:20:03| 62  13  24   0   0|1366M  452M  226M 5663M| 410k  402k|   0   404k|   0  35.0 |3718  7166 |3.65 1.67 0.92|3.0   0 179|   0     0 |   0     0 |  9   36    0   63    0
Jul 18 02:20:04 ubuntu dstat.sh[96548]: 18-07 02:20:04| 63  12  25   0   0|1323M  496M  227M 5663M| 544k  536k|   0   548k|   0  52.0 |5128  9462 |3.60 1.69 0.93|4.0   0 136|   0     0 |   0     0 |  9   35    0   64    0
Jul 18 02:20:05 ubuntu dstat.sh[96548]: 18-07 02:20:05| 66   9  25   0   0|1395M  423M  227M 5664M| 791k  784k|   0   380k|   0  34.0 |5318    10k|3.60 1.69 0.93|3.0   0   0|   0     0 |   0     0 |  9   35    0   62    0
Jul 18 02:20:06 ubuntu dstat.sh[96548]: 18-07 02:20:06| 59  14  27   0   0|1269M  549M  227M 5664M| 554k  547k|   0   524k|   0  57.0 |4986    11k|3.60 1.69 0.93|3.0   0 231|   0     0 |   0     0 |  9   34    0   63    0
Jul 18 02:20:07 ubuntu dstat.sh[96548]: 18-07 02:20:07| 68   8  25   0   0|1394M  424M  227M 5664M| 151k  142k|   0   244k|   0  15.0 |2035  2832 |3.60 1.69 0.93|3.0   0 1.0|   0     0 |   0     0 |  9   36    0   60    0
Jul 18 02:20:08 ubuntu dstat.sh[96548]: 18-07 02:20:08| 60   9  30   0   0|1294M  524M  227M 5664M|1065k 1057k|   0   747k|   0  75.9 |5816    15k|3.60 1.69 0.93|3.0   0  99|   0     0 |   0     0 |  9   35    0   63    0
Jul 18 02:20:09 ubuntu dstat.sh[96548]: 18-07 02:20:09| 67   8  26   0   0|1321M  497M  227M 5664M| 444k  437k|   0   317k|   0  25.0 |3407  6670 |3.63 1.73 0.95|3.0   0  54|   0     0 |   0     0 |  9   34    0   60    0
Jul 18 02:20:10 ubuntu dstat.sh[96548]: 18-07 02:20:10| 47  11  40   0   0|1334M  483M  227M 5665M| 762k  746k|   0   880k|   0  87.0 |5601    11k|3.63 1.73 0.95|2.0   0 147|   0     0 |   0     0 |  9   36    0   60    0
Jul 18 02:20:11 ubuntu dstat.sh[96548]: 18-07 02:20:11| 44   7  49   0   0|1286M  532M  227M 5665M|  46k   37k|   0   419k|   0  40.9 |1957  2534 |3.63 1.73 0.95|3.0   0  38|   0     0 |   0     0 |  9   34    0   59    0
Jul 18 02:20:12 ubuntu dstat.sh[96548]: 18-07 02:20:12| 46   6  48   0   0|1335M  482M  227M 5665M| 342k  333k|   0   325k|   0  27.1 |3022  4943 |3.63 1.73 0.95|2.0   0 2.0|   0     0 |   0     0 |  9   36    0   59    0
Jul 18 02:20:13 ubuntu dstat.sh[96548]: 18-07 02:20:13| 45   7  46   1   0|1251M  566M  227M 5665M| 614k  603k|   0   468k|   0  43.0 |4782  8772 |3.63 1.73 0.95|2.0   0  71|   0     0 |   0     0 |  9   34    0   60    0
Jul 18 02:20:14 ubuntu dstat.sh[96548]: 18-07 02:20:14| 45   6  48   0   0|1329M  488M  227M 5665M|  78k   66k|   0   184k|   0  8.98 |1770  1998 |3.50 1.73 0.95|2.0   0 1.0|   0     0 |   0     0 |  9   35    0   60    0
Jul 18 02:20:15 ubuntu dstat.sh[96548]: 18-07 02:20:15| 40  13  47   1   0|1213M  604M  227M 5665M| 507k  499k|   0   565k|   0  51.1 |4641  9480 |3.50 1.73 0.95|4.0   0 256|   0     0 |   0     0 |  9   34    0   57    0
Jul 18 02:20:16 ubuntu dstat.sh[96548]: 18-07 02:20:16| 41  11  48   0   0|1308M  509M  227M 5665M|  12k 2259 |   0  2102k|   0  22.0 |1761  2095 |3.50 1.73 0.95|4.0   0 126|   0     0 |   0     0 |  9   34    0   57    0
Jul 18 02:20:17 ubuntu dstat.sh[96548]: 18-07 02:20:17| 46   5  48   0   0|1335M  482M  227M 5665M| 569k  560k|   0   368k|   0  32.0 |3966  7535 |3.50 1.73 0.95|2.0   0   0|   0     0 |   0     0 |  9   36    0   53    0
Jul 18 02:20:18 ubuntu dstat.sh[96548]: 18-07 02:20:18| 43   9  48   0   0|1269M  548M  227M 5665M| 170k  163k|   0   455k|   0  39.9 |2588  4096 |3.50 1.73 0.95|2.0   0  79|   0     0 |   0     0 |  9   34    0   53    0
Jul 18 02:20:19 ubuntu dstat.sh[96548]: 18-07 02:20:19| 46   6  48   0   0|1333M  484M  227M 5665M| 225k  217k|   0   320k|   0  20.0 |2313  3529 |3.38 1.74 0.96|3.0   0   0|   0     0 |   0     0 |  9   35    0   51    0
Jul 18 02:20:20 ubuntu dstat.sh[96548]: 18-07 02:20:20| 44   8  47   0   0|1277M  540M  227M 5665M| 790k  782k|   0  1249k|   0  87.0 |5658    11k|3.38 1.74 0.96|2.0   0  57|   0     0 |   0     0 |  9   35    0   53    0
Jul 18 02:20:21 ubuntu dstat.sh[96548]: 18-07 02:20:21| 37  16  45   0   0|1265M  552M  227M 5665M| 127k  120k|   0  6667k|   0   242 |3125  4636 |3.38 1.74 0.96|2.0   0 258|   0     0 |   0     0 |  9   34    0   53    0
Jul 18 02:20:22 ubuntu dstat.sh[96548]: 18-07 02:20:22| 24   6  68   0   0|1272M  544M  227M 5665M| 222k  214k|   0   288k|   0  29.0 |2447  4062 |3.38 1.74 0.96|1.0   0  62|   0     0 |   0     0 |  9   34    0   53    0
Jul 18 02:20:23 ubuntu dstat.sh[96548]: 18-07 02:20:23| 21   6  73   0   1|1245M  572M  227M 5665M|9755  1677 |   0   176k|   0  11.0 |1487  2039 |3.38 1.74 0.96|1.0   0 101|   0     0 |   0     0 |  9   34    0   53    0
Jul 18 02:20:24 ubuntu dstat.sh[96548]: 18-07 02:20:24| 24   2  73   0   0|1269M  547M  227M 5666M|  95k   87k|   0   216k|   0  18.0 |1475  2135 |3.19 1.73 0.96|1.0   0   0|   0     0 |   0     0 |  9   35    0   54    0
Jul 18 02:20:25 ubuntu dstat.sh[96548]: 18-07 02:20:25| 20   7  71   1   0|1230M  586M  227M 5666M| 136k  125k|   0  2370k|   0   142 |2661  4430 |3.19 1.73 0.96|1.0   0  95|   0     0 |   0     0 |  9   34    0   54    0
Jul 18 02:20:26 ubuntu dstat.sh[96548]: 18-07 02:20:26| 22   3  73   0   0|1269M  547M  227M 5666M|  62k   55k|   0   144k|   0  15.0 |1400  1923 |3.19 1.73 0.96|1.0   0   0|   0     0 |   0     0 |  9   34    0   54    0
Jul 18 02:20:27 ubuntu dstat.sh[96548]: 18-07 02:20:27| 25   2  71   0   0|1270M  546M  227M 5666M| 406k  394k|   0   236k|   0  24.0 |2984  5506 |3.19 1.73 0.96|1.0   0   0|   0     0 |   0     0 |  9   34    0   55    0
Jul 18 02:20:28 ubuntu dstat.sh[96548]: 18-07 02:20:28| 22   5  74   1   0|1252M  564M  227M 5666M|  11k 2217 |   0   136k|   0  11.0 |1336  1626 |3.19 1.73 0.96|1.0   0  32|   0     0 |   0     0 |  9   34    0   55    0
Jul 18 02:20:29 ubuntu dstat.sh[96548]: 18-07 02:20:29| 24   3  72   0   0|1270M  547M  227M 5666M| 231k  222k|   0   184k|   0  17.0 |2174  3664 |3.01 1.71 0.96|1.0   0   0|   0     0 |   0     0 |  9   35    0   55    0
Jul 18 02:20:30 ubuntu dstat.sh[96548]: 18-07 02:20:30| 21   6  71   0   0|1213M  603M  227M 5666M| 383k  375k|   0   108k|   0  9.01 |3057  5464 |3.01 1.71 0.96|1.0   0  57|   0     0 |   0     0 |  9   34    0   54    0
Jul 18 02:20:31 ubuntu dstat.sh[96548]: 18-07 02:20:31| 23   3  74   0   0|1264M  552M  227M 5666M|  20k 2257 |   0    80k|   0  8.01 |1072  1230 |3.01 1.71 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   54    0
Jul 18 02:20:32 ubuntu dstat.sh[96548]: 18-07 02:20:32| 20   6  72   0   0|1211M  605M  227M 5666M| 144k  137k|   0   232k|   0  22.0 |2276  3594 |3.01 1.71 0.96|1.0   0  87|   0     0 |   0     0 |  9   34    0   54    0
Jul 18 02:20:33 ubuntu dstat.sh[96548]: 18-07 02:20:33| 22   4  74   0   0|1264M  552M  227M 5666M|  11k 1798 |   0   112k|   0  5.99 |1259  1346 |3.01 1.71 0.96|1.0   0 8.0|   0     0 |   0     0 |  9   34    0   54    0
Jul 18 02:20:34 ubuntu dstat.sh[96548]: 18-07 02:20:34| 22   4  72   0   0|1211M  605M  227M 5666M| 226k  218k|   0   240k|   0  26.0 |2494  4099 |2.85 1.70 0.96|1.0   0  50|   0     0 |   0     0 |  9   34    0   44    0
Jul 18 02:20:35 ubuntu dstat.sh[96548]: 18-07 02:20:35| 21   6  73   0   0|1256M  560M  227M 5666M|9326  1784 |   0   224k|   0  17.0 |1466  1925 |2.85 1.70 0.96|1.0   0  51|   0     0 |   0     0 |  9   34    0   44    0
Jul 18 02:20:36 ubuntu dstat.sh[96548]: 18-07 02:20:36| 28   7  65   0   0|1210M  606M  227M 5666M| 227k  217k|   0   395k|   0  37.9 |2757  7143 |2.85 1.70 0.96|1.0   0  36|   0     0 |   0     0 |  9   34    0   42    0
Jul 18 02:20:37 ubuntu dstat.sh[96548]: 18-07 02:20:37| 19   7  73   0   0|1244M  572M  227M 5666M|  11k 2255 |   0   180k|   0  9.99 |1540  1835 |2.85 1.70 0.96|2.0   0  93|   0     0 |   0     0 |  9   34    0   42    0
Jul 18 02:20:38 ubuntu dstat.sh[96548]: 18-07 02:20:38| 24   3  73   1   0|1269M  547M  227M 5666M| 192k  182k|   0   248k|   0  18.0 |1985  3198 |2.85 1.70 0.96|2.0   0   0|   0     0 |   0     0 |  9   35    0   32    0
Jul 18 02:20:39 ubuntu dstat.sh[96548]: 18-07 02:20:39| 23   4  71   0   0|1221M  595M  227M 5666M| 283k  274k|   0   285k|   0  28.1 |2693  4686 |2.70 1.69 0.96|2.0   0  31|   0     0 |   0     0 |  9   34    0   32    0
Jul 18 02:20:40 ubuntu dstat.sh[96548]: 18-07 02:20:40| 21   4  74   0   0|1268M  547M  227M 5666M|  11k 2209 |   0   140k|   0  6.98 |1091  1239 |2.70 1.69 0.96|2.0   0 1.0|   0     0 |   0     0 |  9   34    0   28    0
Jul 18 02:20:41 ubuntu dstat.sh[96548]: 18-07 02:20:41| 24   3  71   0   0|1271M  545M  227M 5666M| 372k  362k|   0   428k|   0  52.0 |3009  5238 |2.70 1.69 0.96|2.0   0   0|   0     0 |   0     0 |  9   35    0   29    0
Jul 18 02:20:42 ubuntu dstat.sh[96548]: 18-07 02:20:42| 20   9  70   0   0|1209M  606M  227M 5666M| 243k  228k|   0   216k|   0  14.0 |2909  5155 |2.70 1.69 0.96|1.0   0 131|   0     0 |   0     0 |  9   34    0   29    0
Jul 18 02:20:43 ubuntu dstat.sh[96548]: 18-07 02:20:43| 29  16  54   0   0|1272M  544M  227M 5666M|  24k   14k|   0   448k|   0  28.0 |2451  3627 |2.70 1.69 0.96|2.0   0 280|   0     0 |   0     0 |  9   34    0   31    0
Jul 18 02:20:44 ubuntu dstat.sh[96548]: 18-07 02:20:44| 40   5  51   4   0|1366M  448M  227M 5667M|  23k   15k|  48k 1412k|6.00  47.0 |1500  1852 |2.65 1.69 0.97|1.0 1.0 4.0|   0     0 |   0     0 |  9   38    0   30    0
Jul 18 02:20:45 ubuntu dstat.sh[96548]: 18-07 02:20:45| 23   7  43  27   0|1389M  422M  227M 5671M|  20k   13k| 320k   17M|18.0  1640 |7978    16k|2.65 1.69 0.97|1.0 2.0  57|   0     0 |   0     0 |  9   38    0   30    0
Jul 18 02:20:46 ubuntu dstat.sh[96548]: 18-07 02:20:46| 33   6  45  15   0|1328M  479M  227M 5673M|  19k   12k|   0    27M|   0  2080 |7923    17k|2.65 1.69 0.97|2.0   0  59|   0     0 |   0     0 |  9   38    0   30    0
Jul 18 02:20:47 ubuntu dstat.sh[96548]: 18-07 02:20:47| 39   7  42  13   0|1381M  425M  228M 5674M|  40k   32k|   0    20M|   0  1844 |8319    17k|2.65 1.69 0.97|2.0 1.0  26|   0     0 |   0     0 |  9   40    0   30    0
Jul 18 02:20:48 ubuntu dstat.sh[96548]: 18-07 02:20:48| 43   6  43   6   0|1278M  528M  228M 5674M|  23k   14k|   0    13M|   0  1085 |5402  9396 |2.65 1.69 0.97|2.0   0  11|   0     0 |   0     0 |  9   34    0   28    0
Jul 18 02:20:49 ubuntu dstat.sh[96548]: 18-07 02:20:49| 45   5  48   1   0|1376M  430M  228M 5674M|  43k   34k|   0   980k|   0  88.0 |2087  2660 |2.59 1.70 0.97|1.0 1.0 2.0|   0     0 |   0     0 |  9   36    0   28    0
Jul 18 02:20:50 ubuntu dstat.sh[96548]: 18-07 02:20:50| 34   9  45  11   1|1310M  495M  229M 5674M| 252k  243k|   0    12M|   0  1470 |  12k   21k|2.59 1.70 0.97|2.0 1.0 1.0|   0     0 |   0     0 |  9   38    0   26    0
Jul 18 02:20:51 ubuntu dstat.sh[96548]: 18-07 02:20:51| 35   7  47   9   0|1369M  435M  229M 5674M| 229k  221k|   0    11M|   0  1320 |7951    15k|2.59 1.70 0.97|1.0 1.0 1.0|   0     0 |   0     0 |  9   38    0   26    0
Jul 18 02:20:52 ubuntu dstat.sh[96548]: 18-07 02:20:52| 34   8  54   3   0|1232M  572M  229M 5675M|  98k   90k|   0  2510k|   0   385 |3753  6765 |2.59 1.70 0.97|2.0   0 102|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:20:53 ubuntu dstat.sh[96548]: 18-07 02:20:53| 22   3  72   1   0|1298M  506M  229M 5675M|  19k 1782 |   0   664k|   0  37.0 |1206  1398 |2.59 1.70 0.97|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:20:54 ubuntu dstat.sh[96548]: 18-07 02:20:54| 23   3  72   1   0|1234M  570M  229M 5675M|9358  1674 |   0  5667k|   0   294 |1847  2494 |2.47 1.69 0.97|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:20:55 ubuntu dstat.sh[96548]: 18-07 02:20:55| 22   4  74   0   0|1302M  502M  229M 5675M|  12k 2216 |   0     0 |   0     0 |1080  1163 |2.47 1.69 0.97|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:20:56 ubuntu dstat.sh[96548]: 18-07 02:20:56| 22   3  74   0   0|1235M  570M  229M 5675M|  23k 1876 |   0     0 |   0     0 |1157  1161 |2.47 1.69 0.97|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:20:57 ubuntu dstat.sh[96548]: 18-07 02:20:57| 22   4  74   0   0|1302M  503M  229M 5675M|  15k 1704 |   0    12k|   0  3.00 |1067  1127 |2.47 1.69 0.97|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:20:58 ubuntu dstat.sh[96548]: 18-07 02:20:58| 23   3  73   0   0|1237M  567M  229M 5675M|  13k 2213 |   0     0 |   0     0 |1091  1141 |2.47 1.69 0.97|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:20:59 ubuntu dstat.sh[96548]: 18-07 02:20:59| 24   6  73   0   1|1275M  529M  229M 5675M|  10k 1782 |   0     0 |   0     0 |1374  2078 |2.35 1.68 0.97|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:21:00 ubuntu dstat.sh[96548]: 18-07 02:21:00| 22   4  74   0   0|1327M  478M  229M 5675M|  12k 1649 |   0    88k|   0  2.00 |1045  1146 |2.35 1.68 0.97|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:21:01 ubuntu dstat.sh[96548]: 18-07 02:21:01| 23   4  73   1   1|1240M  564M  229M 5675M|  10k 2256 |   0   432k|   0  34.0 |1317  1768 |2.35 1.68 0.97|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   23    0
Jul 18 02:21:02 ubuntu dstat.sh[96548]: 18-07 02:21:02| 23   4  74   0   0|1303M  501M  229M 5675M|  10k 1783 |   0     0 |   0     0 |1069  1220 |2.35 1.68 0.97|1.0   0 4.0|   0     0 |   0     0 |  9   34    0   19    0
Jul 18 02:21:03 ubuntu dstat.sh[96548]: 18-07 02:21:03| 22   3  74   0   0|1231M  573M  229M 5675M|8083  1674 |   0     0 |   0     0 |1067  1144 |2.35 1.68 0.97|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   19    0
Jul 18 02:21:04 ubuntu dstat.sh[96548]: 18-07 02:21:04| 22   3  74   0   0|1296M  508M  229M 5675M|8710  2254 |   0     0 |   0     0 |1091  1152 |2.24 1.66 0.97|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   18    0
Jul 18 02:21:05 ubuntu dstat.sh[96548]: 18-07 02:21:05| 23   3  73   0   0|1284M  521M  229M 5675M|8678  1784 |   0     0 |   0     0 | 990  1163 |2.24 1.66 0.97|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   18    0
Jul 18 02:21:06 ubuntu dstat.sh[96548]: 18-07 02:21:06| 23   4  74   0   0|1268M  536M  229M 5675M|9098  1718 |   0     0 |   0     0 | 989  1120 |2.24 1.66 0.97|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   18    0
Jul 18 02:21:07 ubuntu dstat.sh[96548]: 18-07 02:21:07| 23   2  73   1   0|1313M  491M  229M 5675M|9983  2157 |   0   599k|   0   107 |1392  1276 |2.24 1.66 0.97|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   16    0
Jul 18 02:21:08 ubuntu dstat.sh[96548]: 18-07 02:21:08| 14  14  72   0   1|1225M  579M  229M 5675M|  20k 1784 |   0   212k|   0  5.01 |2129  3102 |2.24 1.66 0.97|1.0   0 241|   0     0 |   0     0 |  9   34    0   16    0
Jul 18 02:21:09 ubuntu dstat.sh[96548]: 18-07 02:21:09| 10  19  70   0   0|1225M  579M  229M 5675M|9753  1606 |   0   795k|   0  11.0 |2763  4369 |2.22 1.67 0.98|1.0   0 405|   0     0 |   0     0 |  9   34    0   13    0
Jul 18 02:21:10 ubuntu dstat.sh[96548]: 18-07 02:21:10| 10  20  70   0   0|1226M  578M  229M 5675M|7878  2259 |   0   276k|   0  6.01 |2604  4207 |2.22 1.67 0.98|1.0   0 362|   0     0 |   0     0 |  9   34    0   13    0
Jul 18 02:21:11 ubuntu dstat.sh[96548]: 18-07 02:21:11| 12  15  71   0   0|1245M  558M  229M 5675M|8810  1783 |   0   500k|   0  32.0 |2499  4065 |2.22 1.67 0.98|1.0   0 276|   0     0 |   0     0 |  9   34    0   12    0
Jul 18 02:21:12 ubuntu dstat.sh[96548]: 18-07 02:21:12| 23   3  73   0   0|1307M  497M  229M 5675M|  11k 1712 |   0  1664k|   0   184 |1532  1288 |2.22 1.67 0.98|1.0   0 3.0|   0     0 |   0     0 |  9   34    0   12    0
Jul 18 02:21:13 ubuntu dstat.sh[96548]: 18-07 02:21:13| 22   4  74   0   0|1243M  560M  229M 5675M|9606  2217 |   0    16k|   0  1.00 |1134  1290 |2.22 1.67 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 18 02:21:14 ubuntu dstat.sh[96548]: 18-07 02:21:14| 22   4  73   0   0|1301M  503M  229M 5675M|9308  1822 |   0     0 |   0     0 | 973  1184 |2.12 1.66 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 18 02:21:15 ubuntu dstat.sh[96548]: 18-07 02:21:15| 23   3  74   0   0|1245M  558M  229M 5675M|9557  1718 |   0    16k|   0  1.00 | 962  1181 |2.12 1.66 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 18 02:21:16 ubuntu dstat.sh[96548]: 18-07 02:21:16| 23   2  74   0   0|1309M  495M  229M 5675M|  11k 2211 |   0     0 |   0     0 |1081  1194 |2.12 1.66 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 18 02:21:17 ubuntu dstat.sh[96548]: 18-07 02:21:17| 22   4  73   0   0|1246M  557M  229M 5675M|8764  1783 |   0  2021k|   0  98.1 |1215  1199 |2.12 1.66 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 18 02:21:18 ubuntu dstat.sh[96548]: 18-07 02:21:18| 22   3  74   0   0|1305M  499M  229M 5675M|9220  1721 |   0     0 |   0     0 |1048  1205 |2.12 1.66 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0   10    0
Jul 18 02:21:19 ubuntu dstat.sh[96548]: 18-07 02:21:19| 22   4  74   0   0|1245M  559M  229M 5675M|  11k 2258 |   0    12k|   0  1.00 |1136  1229 |2.03 1.65 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    9    0
Jul 18 02:21:20 ubuntu dstat.sh[96548]: 18-07 02:21:20| 22   4  74   0   1|1305M  499M  229M 5675M|9630  1782 |   0     0 |   0     0 |1002  1173 |2.03 1.65 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    9    0
Jul 18 02:21:21 ubuntu dstat.sh[96548]: 18-07 02:21:21| 22   3  73   0   0|1229M  574M  229M 5675M|8798  1675 |   0   532k|   0  36.0 |1326  1727 |2.03 1.65 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    7    0
Jul 18 02:21:22 ubuntu dstat.sh[96548]: 18-07 02:21:22| 21   4  74   0   0|1283M  521M  229M 5675M|  10k 2210 |   0   276k|   0  36.9 |1201  1259 |2.03 1.65 0.98|1.0   0 3.0|   0     0 |   0     0 |  9   34    0    7    0
Jul 18 02:21:23 ubuntu dstat.sh[96548]: 18-07 02:21:23| 23   2  74   0   0|1321M  482M  229M 5675M|9900  1930 |   0    12k|   0  1.00 |1109  1273 |2.03 1.65 0.98|1.0   0 1.0|   0     0 |   0     0 |  9   34    0    7    0
Jul 18 02:21:24 ubuntu dstat.sh[96548]: 18-07 02:21:24| 23   2  74   0   0|1283M  520M  229M 5675M|9361  1841 |   0     0 |   0     0 |1088  1296 |1.95 1.64 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    7    0
Jul 18 02:21:25 ubuntu dstat.sh[96548]: 18-07 02:21:25| 22   3  74   0   0|1225M  579M  229M 5675M|  11k 2215 |   0    16k|   0  1.00 |1150  1321 |1.95 1.64 0.98|1.0   0 2.0|   0     0 |   0     0 |  9   34    0    6    0
Jul 18 02:21:26 ubuntu dstat.sh[96548]: 18-07 02:21:26| 23   3  74   0   0|1273M  531M  229M 5675M|9145  1782 |   0     0 |   0     0 |1057  1224 |1.95 1.64 0.98|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    6    0
Jul 18 02:21:27 ubuntu dstat.sh[96548]: 18-07 02:21:27| 22   3  74   0   0|1326M  478M  229M 5675M|  11k 1608 |   0   160k|   0  3.00 |1055  1183 |1.95 1.64 0.98|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    6    0
Jul 18 02:21:28 ubuntu dstat.sh[96548]: 18-07 02:21:28| 22   4  73   0   0|1232M  571M  229M 5675M|9662  2242 |   0    12k|   0  1.00 |1160  1263 |1.95 1.64 0.98|2.0   0 3.0|   0     0 |   0     0 |  9   34    0    6    0
Jul 18 02:21:29 ubuntu dstat.sh[96548]: 18-07 02:21:29| 23   3  74   0   0|1298M  505M  229M 5675M|  14k 1782 |   0     0 |   0     0 |1088  1211 |1.87 1.63 0.98|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:30 ubuntu dstat.sh[96548]: 18-07 02:21:30| 23   2  74   0   0|1227M  577M  229M 5675M|  11k 1758 |   0    20k|   0  1.00 |1054  1171 |1.87 1.63 0.98|2.0   0 2.0|   0     0 |   0     0 |  9   34    0    5    0
Jul 18 02:21:31 ubuntu dstat.sh[96548]: 18-07 02:21:31| 22   4  73   1   0|1284M  520M  229M 5675M|  12k 2300 |   0  2306k|   0   132 |1580  2109 |1.87 1.63 0.98|2.0   0 1.0|   0     0 |   0     0 |  9   34    0    5    0
